,SubmitPerView,Ratio,Customer_Value_Score,SubmissionScore2,Submission_Score,Credit_Card_Apply_Clicked,Date,Express_No_Offers,Express_Visited,FCS_Client_Signup Completed,FCS_Qform_Optin_Completed,Form_Conversion,Form_Engagement_1,Form_Engagement_2,FormStart,FormSubmit_in_Express_Offers,GeoSegmentation_States,state,GeoSegmentationStatesSplit2,GeoSegmentationStates,Lender_Not_Matched,Lenders_Matched,Mobile_Device_Type,MyLT_Session_Started,Number_of_Records,Page_Views,Product_Reporting,TreeAuthID,Visit_Number,Visitor_ID,cchannel,csource,Qformuid
2959761,0.0,0.0,0.0,0.5,500.0,0,3/30/2018,0,1,0,0,1,1,0,1,1,california (united states),california,united states,california (united states),0,0,Mobile Phone,0,1,2,Personal,67863485-4b77-4bb2-a20e-394bab89856b,1,2925800524841988109_3271430715047327864,aff,27.0,be5376d3-0208-4dd0-a217-a781917b26cb
2959762,0.0,0.0,0.0,0.5,500.0,0,3/30/2018,0,1,0,0,1,1,0,1,1,georgia (united states),georgia,united states,georgia (united states),0,0,Mobile Phone,0,1,2,Personal,5485A720-C280-463C-B6FD-56B4DC51B651,1,610938199876356648_6624024273514966780,aff,27.0,ad1b9bfe-d141-4d84-b73e-eee0d9f9737c
2960215,0.0,0.0,0.0,0.0,0.0,0,3/31/2018,0,0,0,0,0,1,0,1,0,west virginia (united states),west virginia,united states,west virginia (united states),0,0,Other,0,1,2,Auto,26042d5d-a433-4768-ab77-28d37c50bb44,1,5806895778970671559_2086363158017893048,perf,1.0,02aec3e1-f2cd-4bfc-8225-84bd0045edea
2960230,0.0,0.0,0.0,0.0,0.0,0,3/31/2018,0,0,0,0,0,1,0,1,0,california (united states),california,united states,california (united states),0,0,Other,0,1,1,Refinance,E0B1DFDE-B801-471F-BDE0-A2F773B2BA62,7,5322350756722446295_3320591252041393612,perf,1.0,0ccc76f4-fb25-4359-8edd-64f14130a0ee
2960266,0.0,0.0,0.0,0.0,0.0,0,3/31/2018,0,0,0,0,0,1,0,1,0,washington (united states),washington,united states,washington (united states),0,0,Mobile Phone,0,1,3,Personal,eaefe71a-0d6f-4f57-b212-a5dd29d2bbbe,1,268264250759824255_2751708736313444987,perf,31.0,1e56cca1-024c-4853-a4fa-37bef680a2b7
2960448,0.0,0.0,0.0,0.5,500.0,0,3/31/2018,0,1,0,0,1,1,0,1,1,louisiana (united states),louisiana,united states,louisiana (united states),0,0,Other,0,1,2,Personal,e5cac3a7-5779-4249-8df9-092e965e2606,1,2468588105965151574_1271664908146250070,aff,27.0,b88146aa-baa0-47a1-bc76-c3b6b973e450
2960449,0.0,0.0,0.0,0.5,500.0,0,3/31/2018,0,1,0,0,1,1,0,1,1,arizona (united states),arizona,united states,arizona (united states),0,0,Other,0,1,2,Refinance,b57b361a-fab7-44cc-9364-908ddd279561,2,1749679167775694851_3931309237211804733,bd,31.0,99574b9b-565d-46ec-9cfc-d33a76f6c557
2962649,0.0,0.0,0.0,0.0,0.0,0,3/30/2018,0,0,0,0,0,1,1,1,0,california (united states),california,united states,california (united states),0,0,Mobile Phone,0,1,17,Home Equity,41051a36-8eac-4398-b77e-674b99183b97,7,8020025231985641246_5693341069510117420,perf,1.0,2c076c0e-c77f-43ab-851b-d236395c28b0
2962830,0.0,0.0,0.0,0.0,0.0,0,3/30/2018,0,0,0,0,0,1,1,0,0,connecticut (united states),connecticut,united states,connecticut (united states),0,0,Other,0,1,14,Purchase,86568faa-6788-4e26-a26d-b4de7b7667b3,3,8066688660622906818_193634132443959877,perf,1.0,8f41cb3d-edd0-44fe-a5aa-d5bb1a7de318
2962876,0.0,0.0,0.0,0.0,0.0,0,3/30/2018,0,0,0,0,0,1,1,1,0,florida (united states),florida,united states,florida (united states),0,0,Tablet,0,1,5,Purchase,fcbe4bd6-fbd2-4c4d-8287-29f9935f6336,4,3972230365686898433_2259382773552523471,perf,1.0,cb5fe8fb-1180-40e0-a2c4-ac05a53129a4
2962882,0.0,0.0,0.0,0.066666667,66.666666667,0,3/30/2018,0,0,0,0,0,1,1,1,1,california (united states),california,united states,california (united states),0,0,Mobile Phone,0,1,15,CreditAnalyzer,67863485-4b77-4bb2-a20e-394bab89856b,1,2925800524841988109_3271430715047327864,aff,27.0,5aae3784-c061-4a05-af6d-770616d0d19b
2962926,0.0,0.0,0.0,0.0,0.0,0,3/30/2018,0,0,0,0,0,1,1,0,0,florida (united states),florida,united states,florida (united states),0,0,Other,0,1,13,Purchase,a390102e-ee40-4b87-a9eb-2da5f60f2b6f,11,7102290028093253319_5666117218008330459,aff,27.0,aaef7f45-7d69-443b-a813-fdb0af61e2c8
2963038,0.0,0.0,0.0,0.0,0.0,0,3/30/2018,0,0,0,0,0,1,1,1,0,georgia (united states),georgia,united states,georgia (united states),0,0,Other,0,1,6,Auto,E4C531DB-BF0E-4BD5-894A-640AD6C6FBFE,1,3284104269651994221_7366673253772262400,bd,31.0,fe8e11d5-d3b8-46ae-94c0-a5035f3c083a
2963047,0.0,0.0,0.0,0.0,0.0,0,3/30/2018,0,0,0,0,0,1,1,1,0,maryland (united states),maryland,united states,maryland (united states),0,0,Other,0,1,7,Auto,f27de9bf-aefb-4582-a033-4699ea198b83,7,3385609401078536324_7731831850397277858,bd,31.0,ef7fee84-606e-4065-9cd6-bf7ab544e9bb
2963093,0.0,0.0,0.0,0.0,0.0,0,3/30/2018,0,0,0,0,0,1,1,1,0,california (united states),california,united states,california (united states),0,0,Other,0,1,3,Purchase,eb42ec71-effb-4378-8f28-32b287b4393d,2,3189365983968147209_1435281966010870336,bd,31.0,88467ba4-5559-4843-8021-3325d5b94d0a
2963108,0.0,0.0,0.0,0.0,0.0,0,3/30/2018,0,1,0,0,0,1,1,1,0,california (united states),california,united states,california (united states),0,0,Other,0,1,12,Auto,250387a0-23eb-4a92-8f24-90449cfd3e23,1,6381011704277605992_7937206915427193975,bd,31.0,2d52a49c-f52a-4eac-b8e0-de84327b0f7a
2964091,0.0,0.0,0.0,0.0625,62.5,0,3/30/2018,0,1,0,0,1,1,1,1,1,arizona (united states),arizona,united states,arizona (united states),0,0,Mobile Phone,0,1,16,Personal,DB723A0C-00E8-4E4C-958C-3C54A68B6121,4,5129536969438508824_3403564274068286507,perf,1.0,10f0d9ea-2529-4b72-baae-29daac877af8
2964111,0.0,0.0,0.0,0.05,50.0,0,3/30/2018,0,1,0,0,1,1,1,1,1,delaware (united states),delaware,united states,delaware (united states),0,0,Mobile Phone,0,1,20,Personal,CA1E52E0-FEDE-4402-94E5-B4422C72E266,9,2115881863455269607_3098333245981755509,perf,1.0,57bc9b02-1159-4be1-8806-7a4a4be7fa58
2964119,0.0,0.0,0.0,0.05,50.0,0,3/30/2018,0,1,0,0,1,1,1,0,1,north carolina (united states),north carolina,united states,north carolina (united states),0,0,Mobile Phone,0,1,20,Purchase,148173fc-84a3-436b-86c1-d3f6cda4f342,3,3404439010233910310_8850501180715121829,perf,1.0,0fd0ac85-ba29-4ec1-b83a-c90a5bf9d57e
2964146,0.0,0.0,0.0,0.045454545,45.454545455,0,3/30/2018,0,1,0,0,1,1,1,1,1,massachusetts (united states),massachusetts,united states,massachusetts (united states),0,0,Mobile Phone,0,1,22,Refinance,129f8472-4f22-4cb9-bbda-cd9403c0bde3,11,2413459219170040796_1535130752575387563,perf,1.0,30681ab3-9939-4e26-a67f-bce6ef5d5998
2964150,0.0,0.0,0.0,0.041666667000000004,41.666666667,0,3/30/2018,0,1,0,0,1,1,1,1,1,california (united states),california,united states,california (united states),0,0,Mobile Phone,0,1,24,Refinance,fb20b039-7b21-4f62-ad05-cf4b7895b43c,48,5187775187599135180_148181193381949929,perf,1.0,72a975f8-aeb5-46a6-9511-6d4ec8702fd0
2964160,0.0,0.0,0.0,0.0,0.0,0,3/30/2018,0,0,0,0,1,1,1,1,0,wisconsin (united states),wisconsin,united states,wisconsin (united states),0,0,Other,0,1,9,Purchase,68e4849c-2be2-40ba-89f1-c0acdc4b78eb,1,2642654153785605983_5494208482796132719,perf,1.0,6372d8bc-ffd3-4370-8125-622e9aea38fb
2964168,0.0,0.0,0.0,0.066666667,66.666666667,0,3/30/2018,0,1,0,0,1,1,1,1,1,utah (united states),utah,united states,utah (united states),0,0,Other,0,1,15,Home Equity,f8bf82af-6211-4b2d-b8de-9ca17992f9a7,1,6957833100781103516_6023588227517120405,perf,1.0,5d7da999-1d37-4376-af21-820be1eaca3b
2964178,0.0,0.0,0.0,0.066666667,66.666666667,0,3/30/2018,0,1,0,0,1,1,1,1,1,wisconsin (united states),wisconsin,united states,wisconsin (united states),0,0,Other,0,1,15,Personal,688904fa-9d0f-4ffa-83d6-5df196a0d837,4,1380981561568699060_3588124782701626943,perf,1.0,62d745af-7ae3-4554-8015-2f4fc9612d64
2964183,0.0,0.0,0.0,0.041666667000000004,41.666666667,0,3/30/2018,0,1,0,0,1,1,1,1,1,south carolina (united states),south carolina,united states,south carolina (united states),0,0,Other,0,1,24,Personal,D10C6A96-7F5F-4886-B692-171BC69DDC88,4,6837243573483130254_2934695217140490061,perf,1.0,d0fe3c3c-b4dc-44f5-98d1-8a8d99fcb913
2964231,0.0,0.0,0.0,0.076923077,76.923076923,0,3/30/2018,0,1,0,0,1,1,1,1,1,california (united states),california,united states,california (united states),0,0,Mobile Phone,0,1,13,Auto,D46AE93E-5995-47CB-B7AC-460A0F217886,2,8147967586267069766_7501410234705025844,aff,27.0,ecae1c70-d5e7-486d-904b-a8dd5c0f4cec
2964235,0.0,0.0,0.0,0.066666667,66.666666667,0,3/30/2018,0,1,0,0,1,1,1,1,1,illinois (united states),illinois,united states,illinois (united states),0,0,Mobile Phone,0,1,15,Personal,12dbbc4a-c61d-4088-b872-b08a035d601b,11,5212798364314279233_4260038859469526927,aff,27.0,2b2a3686-db75-4cf7-826b-e0540f963b22
2964238,0.0,0.0,0.0,0.0625,62.5,0,3/30/2018,0,1,0,0,1,1,1,1,1,north carolina (united states),north carolina,united states,north carolina (united states),0,0,Mobile Phone,0,1,16,Personal,f03a86fe-2f93-400d-b05c-ee69605ea525,5,2753155541890717644_3623809550480604844,aff,27.0,a65d1ad9-40a8-44e5-9c36-42501e624254
2964255,0.0,0.0,0.0,0.071428571,71.428571429,0,3/30/2018,0,1,0,0,1,1,1,1,1,texas (united states),texas,united states,texas (united states),0,0,Other,0,1,14,Auto,2B33AFD0-8B42-4E06-85F7-6F243CDAE99F,1,2458358958556247470_6843018686527213758,aff,27.0,82e74cd9-d74b-4ffd-902c-66b4b13fbd72
2964282,0.0,0.0,0.0,0.0625,62.5,0,3/30/2018,0,1,0,0,1,1,1,1,1,new jersey (united states),new jersey,united states,new jersey (united states),0,0,Mobile Phone,0,1,16,Personal,20b2d6e1-6b77-4a2a-886c-3393923ab4dc,16,5996848103317885436_1517705514860792278,aff,31.0,6a0acda7-c50f-47bc-bfc8-2458fa3b586e
2964306,0.0,0.0,0.0,0.03030303,30.303030303000003,0,3/30/2018,0,1,0,0,1,1,1,1,1,california (united states),california,united states,california (united states),0,0,Other,0,1,33,Auto,1d8dfd47-29fa-4876-85ee-252b33f1f06a,3,3489971564033326744_7094977009539397511,bd,31.0,27a37cb5-9a61-40eb-a107-ee2e29ead9f2
2964308,0.0,0.0,0.0,0.090909091,90.909090909,0,3/30/2018,0,1,0,0,1,1,1,1,1,california (united states),california,united states,california (united states),0,0,Other,0,1,11,Business Loans,dddf53e0-a66b-45c6-b9f3-97f295246099,8,702843076133073237_3618439075141898299,perf,31.0,b6708a22-09cb-4393-8bc3-edb96e1d2a99
2964318,0.0,0.0,0.0,0.1,100.0,0,3/30/2018,0,1,0,0,1,1,1,1,1,florida (united states),florida,united states,florida (united states),0,0,Other,0,1,10,Purchase,CD7DDA40-0B8F-4AB8-8463-70BBE36F4813,2,5809054426178544431_8690707191736838662,bd,31.0,7af3432d-1abe-46eb-bcd1-44f6d77be93e
2966423,0.0,0.0,0.0,0.0,0.0,0,3/31/2018,0,0,0,0,0,1,1,1,0,missouri (united states),missouri,united states,missouri (united states),0,0,Mobile Phone,0,1,11,Personal,fbe2411b-d73d-443e-9267-0ea4eadcecbf,13,2671210662897871543_6008187932371830486,perf,1.0,bd765924-c400-4b00-81a2-6525229abc08
2966490,0.0,0.0,0.0,0.0,0.0,0,3/31/2018,0,0,0,0,0,1,1,1,0,illinois (united states),illinois,united states,illinois (united states),0,0,Mobile Phone,0,1,9,Purchase,829575b3-4a92-4f44-b893-2ae2d9cb2e09,2,549266293528471257_7814628048600981087,perf,1.0,06ecd3aa-6d89-4003-b0d9-bf490681e9ff
2966540,0.0,0.0,0.0,0.052631579000000005,52.631578947,0,3/31/2018,0,0,0,0,0,1,1,1,1,pennsylvania (united states),pennsylvania,united states,pennsylvania (united states),0,0,Other,0,1,19,CreditAnalyzer,250dc3ed-7c53-4cd9-8fcc-15fd196ddff4,2,705086618813186601_4557510489661409601,perf,1.0,9e4c01cd-97af-4de9-a02b-f6e4e6ca74f7
2966545,0.0,0.0,0.0,0.0,0.0,0,3/31/2018,0,0,0,0,0,1,1,1,0,new jersey (united states),new jersey,united states,new jersey (united states),0,0,Other,0,1,9,Home Equity,2F11A8CB-B992-474F-B86B-73F5885D9286,3,8932336333371073708_3271896587083871605,perf,1.0,01464e64-e484-4dc9-bf9b-8c59e807bea7
2968290,0.0,0.0,0.0,0.0,0.0,0,3/23/2018,0,0,0,0,0,1,1,1,0,california (united states),california,united states,california (united states),0,0,Other,0,1,8,Home Equity,1ac4802d-d327-44e1-9386-8d988058e3ad,9,4785438180136406974_2617218841125809243,perf,1.0,18e8a607-7056-4e9f-8a04-6cc3c9b0ae61
2968331,0.0,0.0,0.0,0.0,0.0,0,3/23/2018,0,0,0,0,0,1,1,1,0,california (united states),california,united states,california (united states),0,0,Other,0,1,5,Refinance,f6f51c70-70c0-4b26-aa0d-c0c072e1f988,3,5709591520642524478_5154669714929595943,perf,1.0,796e41f7-ea10-4734-a535-f34bc646a038
2968545,0.0,0.0,0.0,0.0,0.0,0,3/23/2018,0,0,0,0,0,1,1,1,0,florida (united states),florida,united states,florida (united states),0,0,Other,0,1,15,Home Equity,8bb7ce1f-9888-4ad1-9ffa-37439cb0cf7c,2,1116835195964449317_2215208590250659679,perf,31.0,e1c63099-6775-42f3-8978-62ad71a2f8ba
2968646,0.0,0.0,0.0,0.0,0.0,0,3/24/2018,0,0,0,0,0,1,1,0,0,new york (united states),new york,united states,new york (united states),0,0,Mobile Phone,0,1,5,Purchase,d33c09b9-bc93-4702-bdbe-278c649fa54c,2,1046025412443584172_1716472350382626241,aff,27.0,bd88cc19-cd1e-4dd9-a56d-b6c3b3958fd6
2968648,0.0,0.0,0.0,0.0,0.0,0,3/24/2018,0,0,0,0,0,1,1,0,0,pennsylvania (united states),pennsylvania,united states,pennsylvania (united states),0,0,Mobile Phone,0,1,7,Purchase,1fe422d5-07e3-49f1-9be2-338fd7598901,5,6292223090850736423_7357760917316162011,aff,27.0,0f3ef80f-58c9-4c1d-9b29-3e01bb42c708
2968764,0.0,0.0,0.0,0.5,500.0,0,3/20/2018,0,1,0,0,1,1,0,1,1,idaho (united states),idaho,united states,idaho (united states),0,0,Mobile Phone,0,1,2,Personal,C5DF8CBC-6A3E-4CDA-A6B6-D47902F09845,2,2363269079106533426_3315170696438910346,perf,1.0,11253130-3361-48bd-b814-78fb267ec8b9
2968765,0.0,0.0,0.0,0.5,500.0,0,3/20/2018,0,1,0,0,1,1,0,1,1,florida (united states),florida,united states,florida (united states),0,0,Other,0,1,2,Personal,FFA32B57-C255-40CD-BE3D-8426DDDB5BAB,1,2812166281562654171_3433457779301940518,perf,1.0,db9ced54-0bb7-4fff-87c5-7ca7620ba90d
2968768,0.0,0.0,0.0,0.5,500.0,0,3/20/2018,0,1,0,0,1,1,0,1,1,pennsylvania (united states),pennsylvania,united states,pennsylvania (united states),0,0,Other,0,1,2,Refinance,a09647be-821f-4723-b9a3-91c337571a22,1,3444438635107149508_1207297587589492058,perf,1.0,f45271ce-3eb2-4645-ad36-f2bc074fa796
2968769,0.0,0.0,0.0,0.5,500.0,0,3/20/2018,0,1,0,0,1,1,0,1,1,nevada (united states),nevada,united states,nevada (united states),0,0,Mobile Phone,0,1,2,Personal,D7BD0B1E-9E9E-452D-A621-712EBD66A7A5,2,5015102382633498328_6037006067049263452,aff,27.0,7ac70528-b7a0-4d80-b5fb-8891d378f8ed
2968770,0.0,0.0,0.0,0.5,500.0,0,3/20/2018,0,1,0,0,1,1,0,1,1,texas (united states),texas,united states,texas (united states),0,0,Other,0,1,2,Personal,dda62ac7-071e-49f5-8b76-ea804ef8fdd2,1,5987791329189326382_4414067789109051240,aff,27.0,d56d73b4-bd73-4067-95b4-a3ebf2466e49
2968771,0.0,0.0,0.0,0.5,500.0,0,3/20/2018,0,1,0,0,1,1,0,1,1,georgia (united states),georgia,united states,georgia (united states),0,0,Other,0,1,2,Personal,e7aec041-91f6-4292-ac5d-af1764a761a5,1,2278530995551287348_4715410567981388066,bd,31.0,87ac47b8-d3b0-4bb5-b888-52dca68584f9
2968772,0.0,0.0,0.0,0.5,500.0,0,3/20/2018,0,1,0,0,1,1,0,1,1,wisconsin (united states),wisconsin,united states,wisconsin (united states),0,0,Other,0,1,2,Personal,eb803d0d-431b-4a0f-9d2c-6a476220b551,1,4868495747326169507_4641272028217071876,content,31.0,8620d5c6-4600-408a-bd15-c20780c10325
2968965,0.0,0.0,0.0,0.5,500.0,0,3/21/2018,0,1,0,0,1,1,0,1,1,florida (united states),florida,united states,florida (united states),0,0,Mobile Phone,0,1,2,Personal,2C141327-2BD3-456B-809A-459C3DF6E5A4,2,7456752358228854810_5366190937428454994,perf,1.0,e736367f-df7f-4633-86e1-664cf7e963d3
2968967,0.0,0.0,0.0,0.5,500.0,0,3/21/2018,0,1,0,0,1,1,0,1,1,georgia (united states),georgia,united states,georgia (united states),0,0,Other,0,1,2,Personal,1b16639b-cd0f-4b5f-8b87-1f323dd9fbf7,1,1507045295665509911_7803113862338214860,perf,1.0,d0fbcb9e-ab1f-43de-873b-713576e5415b
2968968,0.0,0.0,0.0,0.5,500.0,0,3/21/2018,0,1,0,0,1,1,0,1,1,new york (united states),new york,united states,new york (united states),0,0,Other,0,1,2,Personal,DCC39BD8-13F2-43FC-81A8-0CB44F286BAF,1,1895779360026621692_721596623254347182,aff,27.0,b900fb38-b51a-4dfc-9ba7-3b1c9cf61d63
2968969,0.0,0.0,0.0,0.5,500.0,0,3/21/2018,0,1,0,0,1,1,0,1,1,new york (united states),new york,united states,new york (united states),0,0,Mobile Phone,0,1,2,Personal,2a1a1441-464f-4555-8fc0-2d96273fb872,1,3292947852779101215_3849927490619570284,bd,31.0,fb47720d-dcf7-4eb0-9eda-35c4c47b8e33
2968971,0.0,0.0,0.0,0.5,500.0,0,3/21/2018,0,1,0,0,1,1,0,1,1,west virginia (united states),west virginia,united states,west virginia (united states),0,0,Other,0,1,2,Personal,982a6ca9-97bb-425c-b268-99aeaafd41e3,3,5894340724896662935_5900086867756466925,bd,31.0,2375916e-57d3-4470-962c-b4aa8eb3f59d
2969097,0.0,0.0,0.0,0.5,500.0,0,3/22/2018,0,1,0,0,1,1,0,1,1,florida (united states),florida,united states,florida (united states),0,0,Mobile Phone,0,1,2,Personal,2fb9fc41-7fda-4b29-9522-0b266213e340,1,8501285170721495127_4437047122560847572,perf,1.0,038087a1-8072-4ce1-afe0-3f058b779b1b
2969098,0.0,0.0,0.0,0.5,500.0,0,3/22/2018,0,1,0,0,1,1,0,1,1,massachusetts (united states),massachusetts,united states,massachusetts (united states),0,0,Mobile Phone,0,1,2,Personal,52f52b2e-2a10-4bc4-9803-5eb7f7440b40,1,5233900707020015000_4635389276952856767,perf,1.0,9cf49fb1-cab7-491a-9ad1-25bbccc2f36d
2969099,0.0,0.0,0.0,0.0,0.0,0,3/22/2018,0,1,0,0,1,1,0,1,0,california (united states),california,united states,california (united states),0,0,Other,0,1,2,Personal,a50c3d4c-e042-49fe-8587-0d3fc6be2686,1,5053896093715584873_5949258895261583454,perf,1.0,cf19d016-c0b9-492d-a5f8-57605c9a75e7
2969101,0.0,0.0,0.0,0.5,500.0,0,3/22/2018,0,1,0,0,1,1,0,1,1,tennessee (united states),tennessee,united states,tennessee (united states),0,0,Tablet,0,1,2,Personal,5149d918-8600-4d33-9532-15a976f830c2,1,3028384744535573395_7248983636627909256,perf,1.0,d70abde0-d741-45d2-9e47-685cc2c23919
2969102,0.0,0.0,0.0,0.0,0.0,0,3/22/2018,0,1,0,0,1,1,0,1,0,indiana (united states),indiana,united states,indiana (united states),0,0,Other,0,1,2,Personal,acf56005-30ec-4be1-861f-ff0e548508f8,1,1341109261123649321_5616077790321155472,aff,27.0,e1fa4c46-d243-49ec-b2a3-21c7cb1d426b
2969103,0.0,0.0,0.0,0.5,500.0,0,3/22/2018,0,1,0,0,1,1,0,1,1,florida (united states),florida,united states,florida (united states),0,0,Other,0,1,2,Personal,928B9FE5-4F71-4764-918A-8869657D7ADD,2,5868748521956196912_4985281033263262365,bd,31.0,30c9dbb2-3314-4bce-9b1a-ee200e8fba05
2969195,0.0,0.0,0.0,0.5,500.0,0,3/23/2018,0,1,0,0,1,1,0,1,1,montana (united states),montana,united states,montana (united states),0,0,Other,0,1,2,Personal,2347be10-0ebc-4436-8dad-092c5e3d4042,9,2384112770993608750_8959632783676129916,perf,1.0,ca42c39e-052e-4e66-b9b5-7f07a8253167
2969196,0.0,0.0,0.0,0.5,500.0,0,3/23/2018,0,1,0,0,1,1,0,1,1,texas (united states),texas,united states,texas (united states),0,0,Other,0,1,2,Refinance,DDD1BF28-B054-4D59-A767-9161F6861D0F,1,1927114097281740935_4128625800992574617,perf,1.0,906f3490-b402-4791-acfe-4e4b51c13843
2969197,0.0,0.0,0.0,0.5,500.0,0,3/23/2018,0,1,0,0,1,1,0,1,1,california (united states),california,united states,california (united states),0,0,Mobile Phone,0,1,2,Personal,35f5f1eb-10f1-4e22-8147-e332545047d2,4,1219145857055282020_3063609715738740478,aff,27.0,5858878f-615b-4513-97e4-a9fc42347f07
2969198,0.0,0.0,0.0,0.5,500.0,0,3/23/2018,0,1,0,0,1,1,0,1,1,california (united states),california,united states,california (united states),0,0,Other,0,1,2,Personal,1C9C4026-FDC2-4CCB-917B-A0CC1BCF6C12,2,6723617440330871443_2612565832705677126,aff,27.0,88442607-b462-4d1e-bfcd-97be97c4ccc4
2969199,0.0,0.0,0.0,0.5,500.0,0,3/23/2018,0,1,0,0,1,1,0,1,1,pennsylvania (united states),pennsylvania,united states,pennsylvania (united states),0,0,Mobile Phone,0,1,2,Personal,afe28615-6853-45b6-ac2c-fc32d403e3ff,1,5136578504138091702_4257958441098806648,bd,30.0,4da5094d-8e45-4fb9-9370-c149d06dcded
2969200,0.0,0.0,0.0,0.5,500.0,0,3/23/2018,0,1,0,0,1,1,0,1,1,hawaii (united states),hawaii,united states,hawaii (united states),0,0,Other,0,1,2,Personal,af35e3d4-edb0-470e-900b-657ab1d7d790,1,8098027773525462070_1786055208323296849,bd,31.0,0bbd3d80-3f34-4f77-a7f8-f69c8191494c
2969201,0.0,0.0,0.0,0.5,500.0,0,3/23/2018,0,1,0,0,1,1,0,1,1,massachusetts (united states),massachusetts,united states,massachusetts (united states),0,0,Other,0,1,2,Personal,67e9f699-e20c-4760-b396-2f69bd51fcb9,2,8641316830234621415_7928554949652366742,bd,31.0,238a1327-ba99-4526-b723-45445bd41b6c
2969202,0.0,0.0,0.0,0.5,500.0,0,3/23/2018,0,1,0,0,1,1,0,1,1,ohio (united states),ohio,united states,ohio (united states),0,0,Other,0,1,2,Personal,0597312B-88BA-456F-B0FA-ED909FB8FFF1,5,1263715491832287005_8321844113468961761,bd,31.0,f6436579-6867-4fb0-8345-de66ee104d42
2969265,0.0,0.0,0.0,0.05,50.0,0,3/19/2018,0,1,0,0,1,1,1,1,1,district of columbia (united states),district of columbia,united states,district of columbia (united states),0,0,Tablet,1,1,20,Refinance,cd7616bb-7629-49f7-9380-6d2b91d2b70a,3,3814576462277582878_9184664601644931444,perf,1.0,aa45c17a-87f0-4046-833a-516e7a5cd8dd
2970443,0.0,0.0,0.0,0.0625,62.5,0,3/20/2018,0,1,0,0,1,1,1,1,1,illinois (united states),illinois,united states,illinois (united states),0,0,Mobile Phone,0,1,16,Personal,de830000-7f81-45e0-9609-37fb0e84cd02,14,2953256023520113620_3999602393485018067,perf,1.0,f189828c-5a2e-4a28-95d2-fcffc50fcbf5
2970444,0.0,0.0,0.0,0.0625,62.5,0,3/20/2018,0,1,0,0,1,1,1,1,1,mississippi (united states),mississippi,united states,mississippi (united states),0,0,Mobile Phone,0,1,16,Personal,89EBA069-1F0E-4872-B8A7-66EBE5DAF643,44,577186430042569506_6064265461730993714,perf,1.0,a8e27aca-03bc-44b3-9773-e4a72847e43a
2970448,0.0,0.0,0.0,0.058823529000000006,58.823529412,0,3/20/2018,0,1,0,0,1,1,1,1,1,west virginia (united states),west virginia,united states,west virginia (united states),0,0,Mobile Phone,0,1,17,Personal,344f1875-e9ac-461f-bcc4-dc1060bfd858,3,4770942012344655072_7735081467498758901,perf,1.0,02473e0a-e66d-411f-ae34-7d9818d04a29
2970457,0.0,0.0,0.0,0.047619048,47.61904761899999,0,3/20/2018,0,1,0,0,1,1,1,1,1,illinois (united states),illinois,united states,illinois (united states),0,0,Mobile Phone,0,1,21,Personal,BEFF8196-0880-4C50-B54B-5FDE670381E0,2,3206492959312183621_6578381698269604486,perf,1.0,a824f884-a0d6-4cf2-9725-2f4cc206a35e
2970473,0.0,0.0,0.0,0.047619048,47.61904761899999,0,3/20/2018,0,1,0,0,1,1,1,1,1,virginia (united states),virginia,united states,virginia (united states),0,0,Mobile Phone,0,1,21,Refinance,17eb3ac2-abf3-456a-afad-0e508de3fcf0,3,3131621473455744012_2704653188427494094,perf,1.0,6a281ae6-9402-4846-bd52-479691e62ffc
2970480,0.0,0.0,0.0,0.034482759,34.482758621,0,3/20/2018,0,1,0,0,1,1,1,1,1,georgia (united states),georgia,united states,georgia (united states),0,0,Mobile Phone,0,1,29,Refinance,64096f58-5988-426a-bda4-577bbf961b09,2,5623545620269606950_896509773305961889,perf,1.0,f5d85bc5-942f-48b9-8793-346c4948e848
2970494,0.0,0.0,0.0,0.083333333,83.333333333,0,3/20/2018,0,1,0,0,1,1,1,1,1,north carolina (united states),north carolina,united states,north carolina (united states),0,0,Other,0,1,12,Auto,90b327f4-accc-44b1-b2e3-925527e21f7d,1,5674679320860408035_4178532842005760920,perf,1.0,dac1cbd9-281c-4493-b38e-0b8c1eecd9ad
2970504,0.0,0.0,0.0,0.055555556,55.555555556,0,3/20/2018,0,1,0,0,1,1,1,1,1,oregon (united states),oregon,united states,oregon (united states),0,0,Other,0,1,18,Home Equity,bec6cb66-f20c-4b28-a0b6-cb2f22001175,4,1643648881557928521_6851107556792902739,perf,1.0,f1920093-b8ec-4d81-a62b-eff2cf5ea254
2970519,0.0,0.0,0.0,0.047619048,47.61904761899999,0,3/20/2018,0,1,0,0,1,1,1,1,1,oregon (united states),oregon,united states,oregon (united states),0,0,Other,0,1,21,Refinance,6746AB97-F2B1-4EED-B750-09A7FD6F42FB,17,8474373811175112983_379913686404931155,perf,1.0,8bcfec8c-462a-489a-a1c9-530b0e466e08
2970528,0.0,0.0,0.0,0.25,250.0,0,3/20/2018,0,0,0,0,1,1,1,1,5,florida (united states),florida,united states,florida (united states),0,0,Tablet,0,1,20,Refinance,F2C9D279-9636-4BBA-B936-FBE7F88402B2,3,7325937297470738879_9099455316868424125,perf,1.0,dab47792-f14f-44ec-a72d-1408007b7891
